id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R0861	.agents/contracts/pipeline-reconciliation.md	Retiring standalone Business	52	inheritance	migration	migration			Preserve all products and extensions; empty startup stays empty.	removed:retired-procedure
R0862	.agents/contracts/pipeline-reconciliation.md	Retiring standalone Business	52	gate-candidate	migration	migration			Remove Business sources, stories, template/index/uses entries and obsolete fingerprints only after the transfer is checked; mark affected consumers stale without copying new hashes.	removed:retired-procedure
R0863	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	method	migration	migration			Use the six current Brief template sections.	removed:retired-procedure
R0864	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	migration	migration	migration			Restore the concise client-supplied business/resource facts formerly replaced by links; do not derive them from later professional proposals.	removed:retired-procedure
R0865	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	method	migration	migration			Compaction must preserve all five reference categories and their separately reviewed descriptions, not merely keep file IDs.	removed:retired-procedure
R0866	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	prohibition	migration	migration			Do not discard or restart confirmed visual discovery.	removed:retired-procedure
R0867	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	method	migration	migration			Missing per-category analysis is completed from supplied images by the professional owner; the client need not write it.	removed:retired-procedure
R0868	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	gate-candidate	migration	migration			Preserve exact source and asset IDs, category readiness and unchanged scope confirmation in frontmatter.	removed:retired-procedure
R0869	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	evidence	migration	migration			Discuss contradictions with the operator; retain only a material unresolved discrepancy in source metadata.	removed:retired-procedure
R0870	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	migration	migration	migration			Do not restore the retired quotation, scope-status or unknowns sections to satisfy old headings.	removed:retired-procedure
R0871	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	65	inheritance	migration	migration			Remove Brief's downstream `uses` edges and obsolete snapshots after inspection.	removed:retired-procedure
R0872	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	81	inheritance	migration	migration			Review downstream impact before consuming it.	removed:retired-procedure
R0873	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	81	confirmation	migration	migration			Pure relocation is not a new business decision; changed value, support, goals or facts can require substantive model, research, strategy or brand work.	removed:retired-procedure
R0874	.agents/contracts/pipeline-reconciliation.md	Compact Brief migration	81	migration	migration	migration			Preserve unresolved stale markers and valid partial decisions; never renew document approval during this migration.	removed:retired-procedure
R0875	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	method	migration	migration			Strategy uses the five current template sections and owns the project-wide marketing direction: goals, audiences, positioning, product roles, coordinated channels, customer journey, retention, measurement and resource priorities.	removed:retired-procedure
R0876	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	migration	migration	migration			Replace an experiment-centric legacy strategy instead of just renaming its headings.	removed:retired-procedure
R0877	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	method	migration	migration			Preserve current facts and strategic choices.	removed:retired-procedure
R0878	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	evidence	migration	migration			Keep still-applicable operator-supplied trial limits in their owning product/model sources; do not promote them to ongoing budgets.	removed:retired-procedure
R0879	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	method	migration	migration			Replace roadmap, phased transition, backlog-style “next step”, preparation and configuration prose with one concrete final picture of the whole project that satisfies the approved Brief as fully as known constraints allow, plus durable management rules.	removed:retired-procedure
R0880	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	workflow	migration	migration			Keep the actual unfinished deliverables in their product documents or coordinator handoff.	removed:retired-procedure
R0881	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	88	method	migration	migration			Detailed campaign and business-learning plans belong to product work; engineering tests and runtime verification remain in the engineering workflow.	removed:retired-procedure
R0882	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	103	migration	migration	migration			Remove a legacy Decision status section after retaining material unresolved decisions beside their owning choice.	removed:retired-procedure
R0883	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	103	confirmation	migration	migration			Confirmation and stale state belong to metadata and the Studio badge.	removed:retired-procedure
R0884	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	103	gate-candidate	migration	migration			Move consequential attribution to decision-keyed frontmatter; remove empty blocker tables, downstream-document citations and interview-history qualifiers.	removed:retired-procedure
R0885	.agents/contracts/pipeline-reconciliation.md	Compact Strategy migration	103	confirmation	migration	migration			This does not renew approval.	removed:retired-procedure
R0886	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	113	inheritance	contract:inheritance	contract:inheritance			The five sections in `.agents/templates/strategy.md` and the substantive completion criteria in `pre-development.md` apply to both source layers.	moved:contract:inheritance
R0887	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	113	inheritance	contract:inheritance	contract:inheritance			There is no reduced downstream version of the marketing strategy.	moved:contract:inheritance
R0888	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	inheritance	contract:inheritance	contract:inheritance			For a new downstream project, use its own Brief and relevant external research to author `strategy/startup.md`.	moved:contract:inheritance
R0889	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	workflow	split	contract:inheritance + gate + role:strategist			An empty startup file can show the framework example in Studio, but cannot complete that project's Strategy stage.	split:contract:inheritance + gate + role:strategist
R0890	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	method	role:strategist	role:strategist			Reuse the method, not the example's business choices.	kept:role:strategist
R0891	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	inheritance	contract:inheritance	contract:inheritance			Do not inherit its product count, audiences, monetization, channels, human/agent roles, metrics or resource commitments without project-specific grounds.	moved:contract:inheritance
R0892	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	method	role:strategist	role:strategist			Describe only outcomes and cross-product paths that fit the actual project.	kept:role:strategist
R0893	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	workflow	split	contract:inheritance + gate + role:strategist			For an existing downstream project, the next `singlepagestartup` invocation after the shared files are synchronized checks the resolved Strategy even when the cursor is already later than `10-strategy`.	split:contract:inheritance + gate + role:strategist
R0894	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	method	role:strategist	role:strategist			Missing sections or an experiment-centric/tactic-only body route back to Strategy unless an earlier affected input also needs work.	kept:role:strategist
R0895	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	inheritance	contract:inheritance	contract:inheritance			Repair the startup source, preserve applicable facts and flag materially affected dependents for review.	moved:contract:inheritance
R0896	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	inheritance	contract:inheritance	contract:inheritance			Inherited sections may remain only when their applicability is explicitly confirmed in the owning startup source.	moved:contract:inheritance
R0897	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	inheritance	contract:inheritance	contract:inheritance			Framework confirmation never approves a startup Strategy.	moved:contract:inheritance
R0898	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	readability	duplicate	workflow (one readability paragraph)			Changed wording requires that project's review under the document-confirmation contract; synchronization does not renew approval.	removed:restatement (workflow working rules own it)
R0899	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	method	role:strategist	role:strategist			Review whether the goals, audiences, positioning, product roles, channels, journey, continued use and measures form a coherent project-specific target state that fulfills the approved Brief as fully as known constraints allow.	kept:role:strategist
R0900	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	117	gate-candidate	gate	gate			Do not claim that a structural validator alone certifies strategic quality.	executable:pipeline definition
R0901	.agents/contracts/pipeline-reconciliation.md	Strategy consistency across projects	143	migration	split	contract:inheritance + gate + role:strategist			They do not update unsynchronized repositories or require a separate stored pipeline version or manual migration command.	split:contract:inheritance + gate + role:strategist
R0902	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	149	gate-candidate	gate	gate			Apply the current `40-products` business-planning contract to both framework and downstream product sets, including non-empty documents whose cursor is later or whose previous headings already passed validation.	executable:pipeline definition
R0903	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	evidence	role:*	role:*			Inspect Product, model, Sales, Analytics, Research, Website, Creative, Presentation and optional customer content for implementation-audit framing.	kept:role:*
R0904	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	workflow	split	role:* + gate + migration			Installation checks, runtime acceptance matrices, bug repair, release/license-source audits and next-verification tasks cannot substitute for business decisions or gate this stage.	split:role:* + gate + migration
R0905	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Route affected product documents to `40-products`, not back to unchanged Brief, Strategy, Brand or Design merely because runtime proof is absent.	kept:role:*
R0906	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	migration	split	role:* + gate + migration			Replace the former `Evidence and decision rules` section with project-specific goals, intended outcomes and useful business metrics.	split:role:* + gate + migration
R0907	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	evidence	role:*	role:*			Preserve attributable client facts, market findings and commercial choices; distinguish planned outcomes and forecasts from measured results.	kept:role:*
R0908	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	prohibition	role:*	role:*			Never invent operator figures.	kept:role:*
R0909	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Remove implementation-only blockers and replace technical `failure` text with relevant commercial alternatives, abandonment and help or continuation paths.	kept:role:*
R0910	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	prohibition	role:*	role:*			Re-evaluate real business gaps; do not mark a process ready just by renaming fields.	kept:role:*
R0911	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Keep the journey in Overview and pair each route's Markdown text and optional React/HTML layout in one node using `representations`.	kept:role:*
R0912	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Preserve actual copy and existing compositions when separating mixed overview/text/layout entries.	kept:role:*
R0913	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Missing layout does not prevent work on text.	kept:role:*
R0914	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	inheritance	role:*	role:*			Apply this structure within the owning product layer; generic optional content stays free to use the existing mixed-format page contract.	kept:role:*
R0915	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	evidence	role:*	role:*			Keep Research focused on market and business decisions and Presentation focused on its business audience.	kept:role:*
R0916	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	evidence	role:*	role:*			Preserve material technical observations in source metadata when useful; Git retains removed history.	kept:role:*
R0917	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	prohibition	role:*	role:*			Do not require customer guides, debugging material or test plans to complete the product set.	kept:role:*
R0918	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	method	role:*	role:*			Preserve valid approvals of unchanged upstream decisions.	kept:role:*
R0919	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	confirmation	role:*	role:*			Review the semantic impact of revised product material, refresh only genuinely inspected dependency snapshots when there is no material effect, and keep changed document approvals unrenewed.	kept:role:*
R0920	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	confirmation	role:*	role:*			Never copy a new hash to approve the rewritten plan.	kept:role:*
R0921	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	gate-candidate	gate	gate			Apply changes only to the repository-owned layer and retain the atomic product catalog.	executable:pipeline definition
R0922	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	155	inheritance	role:*	role:*			A startup receives the method, not framework-specific customers, business targets, channels or product content.	kept:role:*
R0923	.agents/contracts/pipeline-reconciliation.md	Business-plan product consistency across projects	189	workflow	split	role:* + gate + migration			This reconciliation runs after shared files are synchronized on the next normal invocation, without a separate command, stored version or blanket approval reset.	split:role:* + gate + migration
R0924	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	method	migration	migration			Use the five current Brand template sections.	removed:retired-procedure
R0925	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	method	migration	migration			Replace Decision status with Brand identity, retaining exact names and brand/product relationships.	removed:retired-procedure
R0926	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	method	migration	migration			Replace process-heavy Governance with material Consistency rules.	removed:retired-procedure
R0927	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	confirmation	migration	migration			Approval records and source attribution stay in metadata; preserve current meaning, messages, claims and any scoped naming decisions.	removed:retired-procedure
R0928	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	confirmation	migration	migration			Route old Brand approval anchors to `#intended-perception`.	removed:retired-procedure
R0929	.agents/contracts/pipeline-reconciliation.md	Compact Brand migration	194	inheritance	migration	migration			A changed meaning requires review and cannot inherit an old body approval; valid visual inputs remain in Brief and Assets for Design.	removed:retired-procedure
R0930	.agents/contracts/pipeline-reconciliation.md	Inspection scope	204	gate-candidate	gate	gate			Use the current workflow and active index to inspect:	executable:pipeline definition
R0931	.agents/contracts/pipeline-reconciliation.md	Inspection scope	206	gate-candidate	gate	gate			every artifact and dependency belonging to a stage the cursor claims is complete; the recorded active artifacts and their prerequisite closure; every later non-empty living artifact, so an existing downstream document is not left on an obsolete shape merely because the cursor moved backward; product Research and Sales already created for confirmed Brief products, including sources prepared before the Products catalog; every product entry already present in the active resolved catalog and all files referenced by that entry.	executable:pipeline definition
R0932	.agents/contracts/pipeline-reconciliation.md	Inspection scope	216	method	gate	gate		.agents/workflows/pre-development.md:142	Load full artifact content only for a discovered gap and its dependency closure.	executable:pipeline definition
R0933	.agents/contracts/pipeline-reconciliation.md	Inspection scope	221	migration	gate	gate			Migrate only existing attributable whole-document approvals; otherwise use false.	executable:pipeline definition
R0934	.agents/contracts/pipeline-reconciliation.md	Inspection scope	221	inheritance	gate	gate			Empty startup remains pass-through.	executable:pipeline definition
R0935	.agents/contracts/pipeline-reconciliation.md	Inspection scope	221	confirmation	gate	gate			Remove duplicated approval-status prose after preserving any partial decisions.	executable:pipeline definition
R0936	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			For Markdown artifacts, the current artifact template's second-level headings are required structural sections unless the workflow explicitly says otherwise.	executable:pipeline definition
R0937	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			For YAML artifacts, require the schema and keys used by the current template and workflow.	executable:pipeline definition
R0938	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			For Products, require both `products/singlepage/catalog.yaml` and `products/startup/catalog.yaml`.	executable:pipeline definition
R0939	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	migration	gate	gate			When migrating the earlier flat layer-named catalog files, move each existing catalog into its own layer folder, preserving its content and approval metadata, and update the index and source imports.	executable:pipeline definition
R0940	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Keep the empty startup catalog as an explicit extension point; do not populate it with framework product copies.	executable:pipeline definition
R0941	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Resolve every document and component field under `products/<layer>/`, then require the atomic catalog shape and every referenced `research.md`, `analytics.md`, `sales.yaml`, `product.md`, and every declared model source.	executable:pipeline definition
R0942	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Every current product must declare its own `analytics` source.	executable:pipeline definition
R0943	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	migration	gate	gate			An older product without it is valid migration input, not a compatible final catalog: create the source in the repository-owned layer from the current template, preserve any attributable observations found in existing materials, and record unavailable measurements explicitly as `not measured`.	executable:pipeline definition
R0944	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	prohibition	gate	gate			Never copy framework observations, infer zero values, or renew confirmation.	executable:pipeline definition
R0945	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Website, Creative and Presentation are required at their delivery stage, not at initial intake; if declared, their files must exist, including both Presentation React entry and `presentation_data`.	executable:pipeline definition
R0946	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			When a catalog entry declares optional `content`, require its referenced React entry point but do not require any particular supporting file extension or content schema.	executable:pipeline definition
R0947	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			For optional `sections`, recursively validate unique navigation IDs, page sources inside their selected product folder, and file existence.	executable:pipeline definition
R0948	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Require Analytics canonical headings and preserve current values, periods, sources and explicit measurement gaps.	executable:pipeline definition
R0949	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	gate-candidate	gate	gate			Do not recreate removed pages from the base catalog in startup.	executable:pipeline definition
R0950	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	method	gate	gate			React PDF pages must keep the shared mounted-slide contract.	executable:pipeline definition
R0951	.agents/contracts/pipeline-reconciliation.md	Inspection scope	226	method	gate	gate			No extra section is required merely because the template demonstrates one.	executable:pipeline definition
R0952	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	271	inheritance	contract:inheritance	contract:inheritance			Resolve the active layer through the repository resolver before inspecting sources.	moved:contract:inheritance
R0953	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			In the framework repository, reconcile and write only `singlepage` sources.	moved:contract:inheritance
R0954	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			In a downstream repository, inspect the resolved `default` artifact but write project-specific repairs only to `startup` sources.	moved:contract:inheritance
R0955	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			An empty startup source remains valid pass-through until that artifact becomes active for the downstream project.	moved:contract:inheritance
R0956	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			It cannot satisfy a project-specific scope, approval or evidence gate merely by inheriting an unrelated SinglePageStartup decision.	moved:contract:inheritance
R0957	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			When a newly added section is inherited from singlepage, inspect whether its content is genuinely applicable to the downstream project.	moved:contract:inheritance
R0958	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			Keep valid inheritance unchanged; write a startup section when the project needs a different answer; block and ask when applicability depends on an unknown operator fact.	moved:contract:inheritance
R0959	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			Do not copy an entire singlepage document into startup just to match a new template.	moved:contract:inheritance
R0960	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	method	contract:inheritance	contract:inheritance			Add only the project-owned section or decision required by the current pipeline.	moved:contract:inheritance
R0961	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	gate-candidate	contract:inheritance	contract:inheritance			Once startup owns any product, reconcile only the complete startup catalog; never repair it with a singlepage product fallback.	moved:contract:inheritance
R0962	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	inheritance	contract:inheritance	contract:inheritance			Use only that layer's attributable sources, preserve product IDs and current content, and check references before removing obsolete owned files.	moved:contract:inheritance
R0963	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	274	prohibition	contract:inheritance	contract:inheritance			Supporting activities stay in Brief/Strategy; they do not need a replacement registry.	moved:contract:inheritance
R0964	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	migration	contract:inheritance	contract:inheritance			When retiring a shared Research document, move each attributable finding and its sources into the product it actually describes.	moved:contract:inheritance
R0965	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	evidence	contract:inheritance	contract:inheritance			Preserve source dates and IDs; relocation is not fresh verification.	moved:contract:inheritance
R0966	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	prohibition	contract:inheritance	contract:inheritance			Ask only when product attribution cannot be established.	moved:contract:inheritance
R0967	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	gate-candidate	contract:inheritance	contract:inheritance			Remove obsolete global index, sidebar, and dependency references after updating consumers.	moved:contract:inheritance
R0968	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	method	contract:inheritance	contract:inheritance			Separate market hypotheses and designed funnels from client product models facts; preserve confirmed intentions with attribution.	moved:contract:inheritance
R0969	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	298	confirmation	contract:inheritance	contract:inheritance			Keep existing approvals unless the underlying decision changed.	moved:contract:inheritance
R0970	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	307	migration	contract:inheritance	contract:inheritance			When retiring the Evidence register, keep only material current facts, source attribution, and constraints in their existing owners; preserve document approval metadata.	moved:contract:inheritance
R0971	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	307	gate-candidate	contract:inheritance	contract:inheritance			Replace remaining register links and presentation data bindings, then remove the source, story, template, index entries, and mandatory loading steps.	moved:contract:inheritance
R0972	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	307	prohibition	contract:inheritance	contract:inheritance			Do not copy the register into another knowledge file or a duplicate log.	moved:contract:inheritance
R0973	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	307	method	contract:inheritance	contract:inheritance			Git retains history; client dialogue and document confirmation remain the review flow.	moved:contract:inheritance
R0974	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	314	migration	contract:inheritance	contract:inheritance			Also scan the child-owned Brief, product models, Strategy, Brand, Design, nested product Markdown/YAML, and data bindings for dangling register paths and old row codes (including `ST-EV-*` and `SP-EV-*`).	moved:contract:inheritance
R0975	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	314	evidence	contract:inheritance	contract:inheritance			Recover each material meaning from that child's earlier Git sources and replace the code with a short explanation and attribution, retaining dates and limits where relevant.	moved:contract:inheritance
R0976	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	314	method	contract:inheritance	contract:inheritance			Deleting the code or substituting only a document title loses context.	moved:contract:inheritance
R0977	.agents/contracts/pipeline-reconciliation.md	Layer and inheritance rules	314	evidence	contract:inheritance	contract:inheritance			Keep valid local Research and asset references and historical engineering records.	moved:contract:inheritance
R0978	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	325	method	split	workflow + gate			Classify each discovered incompatibility before changing content:	split:workflow + gate
R0979	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	327	gate-candidate	gate	gate			`structural-gap`: a current workflow artifact, index entry, file, required heading, schema key, product reference, or stable approval row is absent; `operator-fact`: the new section or rule requires a fact controlled by the operator; `research-question`: current external evidence is required; `professional-choice`: the owning role must make or remake a decision; `evidence-gap`: the required proof does not exist and must remain explicit.	executable:pipeline definition
R0980	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	method	split	workflow + gate			If current attributable facts and approved upstream decisions are sufficient, let that artifact's owner repair only the missing section or regenerate the artifact when the current workflow requires full replacement.	split:workflow + gate
R0981	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	inheritance	split	workflow + gate			Never insert placeholder prose, infer an operator fact, copy SinglePageStartup business data into a downstream project, or preserve an obsolete decision merely to make the shape pass.	split:workflow + gate
R0982	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	inheritance	split	workflow + gate			Compute reverse dependencies and mark only contradicted downstream artifacts stale.	split:workflow + gate
R0983	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	method	split	workflow + gate			A new section that records an already-approved decision does not by itself invalidate that decision.	split:workflow + gate
R0984	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	evidence	split	workflow + gate			Set `status` to `in_progress` when an owner can repair it immediately, or `blocked` with exact artifact-section references when operator input or unavailable evidence is required.	split:workflow + gate
R0985	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	workflow	workflow	workflow			Persist the repaired artifact and cursor before continuing.	kept:workflow
R0986	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	337	workflow	workflow	workflow			Re-run this reconciliation; normal stage work may resume only when no earlier pipeline compatibility gap remains.	kept:workflow
R0987	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	355	gate-candidate	gate	gate			If a required role, template, contract, index entry, or source file is missing from the synchronized checkout, stop with a structural blocker.	executable:pipeline definition
R0988	.agents/contracts/pipeline-reconciliation.md	Gap classification and repair	355	prohibition	split	workflow + gate			Do not recreate shared pipeline files inside a project-specific Workspace.	split:workflow + gate
R0989	.agents/contracts/pipeline-reconciliation.md	Handoff	361	workflow	workflow	workflow			Report whether reconciliation was a no-op or found gaps, the earliest affected stage, repaired and still-missing sections, downstream artifacts invalidated, and the resumed stage.	kept:workflow
R0990	.agents/contracts/pipeline-reconciliation.md	Handoff	361	gate-candidate	workflow	workflow			Do not expose routine heading-by-heading checks when no gap exists.	kept:workflow
R0991	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	368	migration	split	gate + migration			Compare the client-confirmed product inventory before and after every Portfolio or catalog migration.	split:gate + migration
R0992	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	368	method	split	gate + migration			Move each confirmed product's attributable materials into its own Products folder.	split:gate + migration
R0993	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	368	workflow	split	gate + migration			Supporting acquisition value, lack of readiness, a future launch, or a lower marketing priority never authorizes dropping a confirmed product.	split:gate + migration
R0994	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	368	method	split	gate + migration			Membership changes require an explicit client decision.	split:gate + migration
R0995	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	374	migration	split	gate + migration			When migrating a derived presentation, capture its current displayed content in its own presentation/data.yaml, register presentation_data, and remove runtime extraction.	split:gate + migration
R0996	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	374	method	split	gate + migration			Preserve the existing rendering where possible.	split:gate + migration
R0997	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	374	confirmation	split	gate + migration			Do not mark the new independent document confirmed without attributable whole-presentation approval.	split:gate + migration
R0998	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	379	inheritance	split	gate + migration			`design/<layer>/layout.yaml` selects ordered blocks or a custom template; its absence/blank content can use inherited defaults.	split:gate + migration
R0999	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	379	prohibition	split	gate + migration			Do not restore omitted starter blocks solely because a project intentionally changes its visual scope.	split:gate + migration
R1000	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	379	gate-candidate	gate	gate			Check that declared section/template files exist in the selected layout layer, and that actual in-scope decisions remain complete.	executable:pipeline definition
R1001	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	379	method	split	gate + migration			A new layout does not renew confirmation.	split:gate + migration
R1002	.agents/contracts/pipeline-reconciliation.md	Preserve product identity during structural migrations	379	gate-candidate	gate	gate			The neutral Workspace header stays outside every project visual template: one Design H1, status badge, purpose and usage, with content headings starting at H2.	executable:pipeline definition
R1003	.agents/contracts/pipeline-reconciliation.md	Sales segment compatibility	395	migration	split	gate + migration			When Sales is revised in its owning layer, inspect Product Customer Segments and migrate flat v1 intake to v2 under product-models.md.	split:gate + migration
